a	b	c	d	e	f
data\source\maps_source\小物件\货摊\wj_加雪茶摊_001_hd.mesh	昆仑	85738.515625,886.4114379882812,12567.625	0	{1a750ab3-379b-4c34-bfd1-f84972419829}	world_object
data\source\maps_source\门派\苍云\st_cy山石001_005_hd.mesh	昆仑	61526.71484375,2499.115478515625,12114.009765625	0	{29d8538e-4685-4e4b-8cef-a740f21e4aa2}	world_object
data\source\maps_source\小物件\生活品\wj_晾衣架004_002a_hd.mesh	昆仑	80940.71875,1095.998046875,16733.0078125	0	{2e36c78f-3c01-42d3-9a82-a0aee22ab69e}	world_object
data\source\maps_source\建筑\jz_落雪村酒坊001_001_hd.mesh	昆仑	93221.796875,1558.9951171875,29374.5	0	{31ef1f9c-e710-4524-93a2-04217008967b}	world_object
data\source\maps_source\小物件\车\wj_cy加雪货车001_001_hd.mesh	昆仑	87541.7578125,889.00146484375,14320.546875	0	{472ee5f0-764a-430f-bbe1-ceed1c61c477}	world_object
data\source\maps_source\建筑\jz_落雪村赌坊001_001_hd.mesh	昆仑	89877.359375,1281.99951171875,16100.78125	0	{77f0bb38-3352-4d45-b3b6-cc85ddbb6552}	world_object
data\source\maps_source\建筑室内\jz_昆仑帐篷001_002sw_hd.mesh	昆仑	52703.71875,3737.5927734375,71367.625	0	{99b24b0a-e442-47a8-80d0-abdcfd8f6e59}	world_object
data\source\maps_source\建筑室内\jz_昆仑帐篷001_002sn_hd.mesh	昆仑	52703.71875,3737.5927734375,71367.625	0	{bd4bb534-ba61-4a0c-a840-997e40c15139}	world_object
data\source\maps_source\门派\昆仑\kl_围墙001_001_hd.mesh	昆仑	75601.9453125,34221.6484375,125466.890625	0	{010b1ba3-e3c8-47e3-963f-15235c051d7f}	world_object
data\source\maps_source\门派\昆仑\kl_路灯001_003_hd.mesh	昆仑	71159.90625,34230.984375,135866.828125	0	{05b4dcb8-b686-4445-9ad9-00fb309f11a3}	world_object
data\source\maps_source\门派\昆仑\kl_建筑001_003_hd.mesh	昆仑	99835.625,27562.671875,129182.796875	0	{0791ffd6-255b-4eca-b9d6-94af0a08257f}	world_object
data\source\maps_source\门派\昆仑\kl_金坊001_hd.mesh	昆仑	86734.828125,34130.5703125,151783.796875	1	{0c16102b-7a87-41cc-8c39-567360a3ed9a}	world_object
data\source\maps_source\小物件\室内\wj_高级屏风001_hd.mesh	昆仑	55586.671875,36864.625,144055.921875	6	{0ebcb680-0e2c-4a8e-83bc-f59c1c5a156d}	world_object
data\source\maps_source\门派室内\昆仑\kl_建筑001_002sw_hd.mesh	昆仑	61238.40625,36867.02734375,147709.234375	0	{102c07cd-0417-4516-b08d-86439b75132d}	world_object
data\source\maps_source\建筑配套\pj_紫竹苑围墙001_003_hd.mesh	昆仑	76844.96875,34232.99609375,130971.21875	1	{1b1282bc-d085-40bf-8ddd-691abab56b6e}	world_object
data\source\maps_source\门派\纯阳\cy_纯阳雪鹤001_002_hd.mesh	昆仑	73178.75,34233.0,127719.046875	0	{275e743e-b859-4737-a3cb-5ef50f79bea4}	world_object
data\source\maps_source\门派室内\昆仑\kl_建筑001_002sn_hd.mesh	昆仑	77702.2578125,34223.7890625,136600.796875	0	{2c0edd2b-bb01-4012-baa1-90ab8cc8f4bc}	world_object
data\source\maps_source\小物件\灯\xwj_紫竹路灯001_002_hd.mesh	昆仑	73718.65625,34232.99609375,131697.890625	1	{343258c6-7208-41cd-95d2-cbc7891338ae}	world_object
data\source\maps_source\小物件\室内\wj_书001_002_hd.mesh	昆仑	74154.7109375,34281.80078125,130691.3515625	1	{34c18c4b-9e50-4297-bb66-ea67bbe98dfc}	world_object
data\source\maps_source\石头\st_纯阳雪石头003_005_hd.mesh	昆仑	89156.90625,30268.6171875,129628.8125	11	{44495eab-50ee-4868-a305-1c98d364ff18}	world_object
data\source\maps_source\门派\昆仑\kl_虹桥塔001_003_hd.mesh	昆仑	94758.1171875,34112.91796875,125896.140625	0	{4860fc9c-fea9-4765-a0ce-b8241bdd3071}	world_object
data\source\maps_source\石头\st_纯阳雪石头003_002_hd.mesh	昆仑	101616.34375,27796.03125,133721.796875	11	{4e7e10ea-e81a-406f-a795-6b25cc149541}	world_object
data\source\maps_source\小物件\香炉\xwj_小铜炉001_hd.mesh	昆仑	73889.25,34234.0859375,130413.4375	1	{51dfb28f-110c-4603-ac8f-878da5bcad84}	world_object
data\source\maps_source\门派\昆仑\kl_廊道001_001_hd.mesh	昆仑	71910.1875,34228.13671875,124963.9375	0	{57a5ae57-1a9c-42a2-b00b-771fbdf25dee}	world_object
data\source\maps_source\门派\昆仑\kl_主殿001_002_hd.mesh	昆仑	98903.296875,32320.78125,149117.703125	0	{6662b028-e1ad-42e9-b6e8-9aeb0448cf5b}	world_object
data\source\maps_source\小物件\室内\xwj_ca桌子001_001_hd.mesh	昆仑	73691.578125,34232.6328125,130691.28125	6	{71549a7b-fca8-45ac-bae4-4fee4a84a248}	world_object
data\source\maps_source\门派\昆仑\kl_路灯001_004_hd.mesh	昆仑	76368.7421875,35012.2578125,138196.65625	0	{71f028f5-4d93-4ab5-88ac-260b91237f52}	world_object
data\source\maps_source\小物件\室内\wj_书001_001_hd.mesh	昆仑	74117.4375,34233.0,130834.96875	1	{73e23b61-2a7f-4995-8edc-bf889874272d}	world_object
data\source\maps_source\小物件\桌凳\wj_石桌001_001_hd.mesh	昆仑	60142.75,36867.02734375,139828.921875	2	{7543dc93-e075-4e75-a7ea-c68ed57f222b}	world_object
data\source\maps_source\门派\昆仑\pj_昆仑破围墙001_010_hd.mesh	昆仑	64071.8125,36866.1796875,142456.21875	0	{7c00d12d-bf3e-4101-b7b1-18240412f63e}	world_object
data\source\maps_source\建筑配套\pj_紫竹苑围墙001_005_hd.mesh	昆仑	76842.453125,34246.82421875,131588.34375	1	{88935fd9-b675-4ab3-9f95-632a29a0c650}	world_object
data\source\maps_source\石头\st_纯阳雪石头003_004_hd.mesh	昆仑	60185.09375,35963.0859375,136654.921875	11	{b7a153df-fd1f-4690-a5f0-d0e4dc840966}	world_object
data\source\maps_source\门派\昆仑\pj_昆仑破围墙001_009_hd.mesh	昆仑	102041.59375,27537.154296875,122536.59375	0	{b96e6f22-4a70-4638-a0f9-db2f8deb0e2e}	world_object
data\source\maps_source\门派\纯阳\cy_风雨亭牌匾001_hd.mesh	昆仑	87601.421875,32740.041015625,137929.484375	0	{c92e1c14-5c41-4b2a-86af-b5722a7e4f84}	world_object
data\source\maps_source\门派室内\昆仑\kl_西王母神殿001sn_hd.mesh	昆仑	56771.09765625,38468.4375,152645.34375	0	{e11df53d-a931-456e-bcde-dfcc9175a176}	world_object
data\source\maps_source\门派\纯阳\cy_风雨亭001_hd.mesh	昆仑	87597.75,32229.048828125,137645.46875	0	{ffed447f-52ea-4b3f-b49e-909cc3fc81b6}	world_object
data\source\maps_source\门派\昆仑\kl_廊道001_003_hd.mesh	昆仑	82760.0,34130.56640625,156905.53125	0	{348ee026-eac0-4669-972d-0917004ea9e2}	world_object
data\source\maps_source\门派\昆仑\kl_廊道001_004_hd.mesh	昆仑	82760.0,34130.56640625,158863.0625	0	{d3a3ec29-d938-4dcf-93e3-3a7fb9eb7040}	world_object
data\source\maps_source\门派\苍云\jz_cy帐篷001_003_hd.mesh	昆仑	112663.671875,3978.0,75081.046875	0	{0c509593-b9ee-4a8e-91c7-e7f808f3583b}	world_object
data\source\maps_source\门派\苍云\jz_cy帐篷001_002_hd.mesh	昆仑	111546.78125,5134.0029296875,63988.09375	0	{4d533928-1c75-47fa-8c0e-cef823812e16}	world_object
data\source\maps_source\小物件\工地物件\wj_起重机002_hd.mesh	昆仑	110732.1875,3978.0009765625,68532.359375	1	{d1e64df4-ed37-4d5e-a491-86b4a82c9580}	world_object
data\source\maps_source\建筑\jz_cj紫竹牌坊001_001_hd.mesh	昆仑	150055.34375,35067.0,144870.046875	0	{1e695b98-9098-414c-905e-a4e1533d212a}	world_object
data\source\maps_source\门派\昆仑\pj_昆仑破围墙001_002_hd.mesh	昆仑	102650.8125,25224.734375,117890.65625	0	{497edf1c-f15e-4389-8455-27792ad1c768}	world_object
data\source\maps_source\建筑\jz_cj紫竹苑001_004_hd.mesh	昆仑	148167.15625,35317.24609375,148044.015625	0	{70570fdb-18bd-4ef9-b4c5-fae4b820a923}	world_object
data\source\maps_source\门派室内\昆仑\kl_主殿001_001sw_hd.mesh	昆仑	112511.828125,38359.52734375,143553.5625	0	{71f18482-702d-41a1-acc2-8b4f96675fc0}	world_object
data\source\maps_source\门派室内\昆仑\kl_主殿001_001sn_hd.mesh	昆仑	112511.828125,38359.52734375,143553.5625	0	{afbbf508-b719-4ccd-a074-6eaf1eb7ff50}	world_object
data\source\maps_source\小物件\生活品\wj_cy加雪花圃001_002_hd.mesh	昆仑	149125.28125,35472.87109375,154179.328125	0	{adcdf520-a3b5-400b-836a-bcf583e4f6d9}	world_object
data\source\maps_source\建筑\jz_cj紫竹苑001_003_hd.mesh	昆仑	158736.21875,35349.0,151159.09375	0	{31549220-4823-4586-9d77-d76c9df4e18c}	world_object
data\source\maps_source\建筑配套\pj_cj紫竹苑围墙001_001_hd.mesh	昆仑	154985.046875,35276.625,151491.03125	0	{443be243-877b-4b96-a7a7-a006673e0716}	world_object
data\source\maps_source\建筑配套\pj_紫竹苑围墙001_004_hd.mesh	昆仑	156834.6875,35272.0078125,152292.546875	1	{45fc8a33-7edf-485d-acf2-a8846a1afa46}	world_object
data\source\maps_source\建筑配套\pj_cj紫竹苑廊001_002_hd.mesh	昆仑	159168.875,35315.5859375,153388.6875	0	{7eedcd90-16ba-4c6d-a58c-6c0724cc450d}	world_object
data\source\maps_source\建筑配套\pj_cj紫竹苑廊001_003_hd.mesh	昆仑	159179.859375,35316.5859375,152174.375	0	{ee07d965-19ea-4764-80e6-777177b14fde}	world_object
data\source\maps_source\门派\明教\s_mj树001_004_hd.mesh	明教	-69976.9375,27738.318359375,-21399.4453125	3	{9395cee8-e599-4fb4-ba61-46477813a57e}	world_object
data\source\maps_source\门派\明教\pj_中型围墙001_001_hd.mesh	明教	-64543.6875,23190.23046875,3859.8828125	0	{1d53d069-1b40-4273-b4dc-b3ccfc3e0a07}	world_object
data\source\maps_source\门派\明教\s_mj树001_003_hd.mesh	明教	-74880.765625,27174.25,61062.68359375	3	{fe5494b7-28a3-4db9-8154-6d52b5d05fbf}	world_object
data\source\maps_source\门派\明教\pj_中型围墙001_003_hd.mesh	明教	-58336.1875,22061.1953125,117426.0390625	0	{2ba76020-0527-4fae-b886-e6c1afeff2a5}	world_object
data\source\maps_source\门派\明教\s_mj树001_001_hd.mesh	明教	-62907.84375,20900.921875,151485.5625	3	{6249990f-edb1-4f10-88ad-de23ac4fbeb0}	world_object
data\source\maps_source\门派\明教\pj_mj中型围墙001_004_hd.mesh	明教	-57575.09375,21336.734375,120393.5546875	0	{b005da60-9246-43f3-a652-46b11c0c2532}	world_object
data\source\maps_source\门派\明教\pj_中型围墙001_006_hd.mesh	明教	-34486.9296875,21151.1328125,48209.140625	0	{3761c028-1ee6-4ce2-a1e9-1c79cd637172}	world_object
data\source\maps_source\门派\明教\jz_mj牌坊001_hd.mesh	明教	-32025.640625,15255.2646484375,52417.97265625	0	{b400b207-3f44-45b5-b028-f83b36179d49}	world_object
data\source\maps_source\门派\明教\jz_mj中型帐篷002_006_hd.mesh	明教	-26823.28125,25238.98046875,137534.8125	0	{806c83f9-86cc-453c-8af3-aa3301d5a802}	world_object
data\source\maps_source\门派\明教\s_mj树001_005_hd.mesh	明教	-6536.609375,17194.9921875,165423.953125	2	{28c1d563-4863-47ae-a33c-a11df2980a2c}	world_object
data\source\maps_source\门派\明教\jz_mj中型帐篷002_003_hd.mesh	明教	-23666.9375,43044.01953125,284730.625	0	{0e2ebaa4-f68b-4f67-a165-3b59a99cd1f3}	world_object
data\source\maps_source\门派\明教\jz_mj塔001_001_hd.mesh	明教	-25165.6328125,43685.8515625,281978.3125	0	{1c036e52-e012-4fb2-bdd0-15673d0748de}	world_object
data\source\maps_source\门派\明教\jz_mj中型帐篷002_001_hd.mesh	明教	-17174.515625,39288.33203125,287104.0	0	{378eb443-7c42-46df-b2a6-fd7d31a2df43}	world_object
data\source\maps_source\门派\明教\jz_mj中型帐篷002_004_hd.mesh	明教	33388.71484375,9380.9677734375,41667.61328125	0	{12a970d2-0514-4f56-baa2-5d498e22fc59}	world_object
data\source\maps_source\门派\明教\jz_mj中型帐篷002_002_hd.mesh	明教	36490.0078125,9014.3046875,41437.76953125	0	{1440f558-8e4b-4339-aef4-dbfc7c5e1036}	world_object
data\source\maps_source\门派\明教\wj_mj枯木001_002_hd.mesh	明教	12277.8408203125,11718.83203125,13927.3046875	1	{146bd5eb-03d6-4234-8436-44a418b160d2}	world_object
data\source\maps_source\门派\明教\jz_mj中型帐篷002_005_hd.mesh	明教	46429.546875,8744.3671875,40004.82421875	0	{213b186e-9085-4595-836f-71f78c1c381b}	world_object
data\source\maps_source\门派\明教\st_mj戈壁碎石001_001_hd.mesh	明教	12162.107421875,11542.2578125,14159.7412109375	2	{56941abe-3e7f-4c5f-aadf-9f990e4eb522}	world_object
data\source\maps_source\门派\明教\st_mj戈壁碎石001_004_hd.mesh	明教	16236.5615234375,10802.8173828125,13745.732421875	2	{5b546281-12b9-4a71-803f-a9c08ab0eeeb}	world_object
data\source\maps_source\门派\明教\jz_mj驿站001_hd.mesh	明教	35054.03515625,9371.72265625,42991.4765625	0	{60fb4867-2cce-4fd9-a652-608bc80d07a3}	world_object
data\source\maps_source\门派\明教\s_mj树001_002_hd.mesh	明教	35226.84765625,9582.4462890625,44057.66015625	3	{74548cac-7214-459e-9fd0-501baa76e86e}	world_object
data\source\maps_source\门派\明教\jz_mj牌坊003_hd.mesh	明教	25194.53125,10654.4853515625,15907.9453125	0	{f181b1d6-5076-4e00-aa28-ba9b25f1bda8}	world_object
data\source\maps_source\门派\明教\q_mj光明顶吊桥001_002_hd.mesh	明教	48423.66015625,11800.7958984375,58541.78515625	1	{0fb81ef0-eb21-42cd-9b77-9274b3550fa0}	world_object
data\source\maps_source\门派\明教\q_mj光明顶吊桥001_004_hd.mesh	明教	39785.0859375,9683.58203125,58562.3359375	0	{1a23ce50-8890-4d1b-b2e5-962f95d6bfd1}	world_object
data\source\maps_source\门派\明教\s_mj树001_006_hd.mesh	明教	44909.2109375,18014.0390625,62804.9140625	2	{2cffb5c9-832a-4bc2-870f-9e229aa5d444}	world_object
data\source\maps_source\门派\明教\q_mj光明顶吊桥001_006_hd.mesh	明教	50510.21484375,17842.013671875,61528.0546875	1	{422be271-1d1f-4b15-a178-01875c4c07d1}	world_object
data\source\maps_source\门派\明教\jz_mj中型民居001_004_hd.mesh	明教	36183.1171875,12034.5751953125,57809.7421875	0	{4e85cd89-07f3-44d7-a475-e4cbdb02fa44}	world_object
data\source\maps_source\门派\明教\q_mj光明顶吊桥001_003_hd.mesh	明教	43311.078125,15721.95703125,61397.5546875	1	{6afc2247-2bde-4a95-b7f1-ee4be52dcb08}	world_object
data\source\maps_source\门派\明教\jz_mj中型民居001_005_hd.mesh	明教	37150.59375,13048.7900390625,59021.8359375	0	{6b376b99-254e-4801-99ed-ed8bf7db53d8}	world_object
data\source\maps_source\门派\明教\pj_中型围墙001_005_hd.mesh	明教	14012.6005859375,13668.8984375,98482.5625	0	{777356dc-21c4-4276-b4fb-1d986a6e12db}	world_object
data\source\maps_source\建筑配套\pj_西北帐篷001_003_hd.mesh	明教	12054.6806640625,14038.0576171875,98016.2265625	0	{9d77cbad-7d34-4e3c-a607-b96ed233bec2}	world_object
data\source\maps_source\建筑配套\pj_西北帐篷001_004_hd.mesh	明教	15669.6005859375,13852.482421875,93277.109375	0	{c6f03577-58de-46ed-8f6f-eb0dc1ab9f5e}	world_object
data\source\maps_source\门派\明教\wj_mj枯木001_001_hd.mesh	明教	48573.6875,19138.595703125,144765.578125	1	{a32ef9ba-adcf-48ef-b900-1c64524444b9}	world_object
data\source\maps_source\门派\霸刀\pj_bd木板小路001_002_hd.mesh	明教	49820.3828125,18478.611328125,161771.4375	3	{1fafdacb-ef08-4693-8e0a-76ac4be73d0c}	world_object
data\source\maps_source\门派\明教\wj_mj枯木001_003_hd.mesh	明教	44842.44140625,18288.357421875,159763.203125	1	{a181b0a6-d4cd-4944-998c-dafa3516c0e9}	world_object
data\source\maps_source\门派\明教\pj_中型围墙001_002_hd.mesh	明教	98498.4765625,9658.8076171875,-66289.1015625	0	{68b33541-2d8c-4a7e-8d8c-cf571a73f933}	world_object
data\source\maps_source\门派\明教\s_mj树002_006_hd.mesh	明教	73185.359375,12874.6123046875,48488.58203125	2	{51bf6ef8-6fe0-4e41-9f99-bc46a2cb1442}	world_object
data\source\maps_source\建筑配套\pj_dcy黑市布篷001_004_hd.mesh	明教	83389.4921875,10244.505859375,22579.068359375	0	{f2a2f551-b955-41fc-8131-62dc54ec0ef4}	world_object
data\source\maps_source\建筑配套\pj_dcy黑市布篷001_003_hd.mesh	明教	82545.9609375,10302.4814453125,22118.19921875	0	{f48d9aa0-8a73-400d-8f32-a668e15d7d20}	world_object
data\source\maps_source\门派\明教\st_mj戈壁碎石001_003_hd.mesh	明教	94017.0078125,19474.232421875,94009.8203125	2	{051c573f-d49f-4282-b687-67e4e8726b0a}	world_object
data\source\maps_source\门派\明教\st_mj戈壁碎石001_002_hd.mesh	明教	96072.4921875,19661.05859375,89969.0546875	2	{07478161-7b26-4423-bf81-5af49b4312e1}	world_object
data\source\maps_source\门派\明教\wj_mj彩旗003a_hd.mesh	明教	96806.59375,20330.478515625,95136.703125	0	{195eaa39-be7d-4f3c-885e-e2ce7dd1c075}	world_object
data\source\maps_source\门派\明教\wj_mj石阶梯001_001_hd.mesh	明教	99502.2578125,19821.455078125,95979.7265625	1	{33fd75ee-1d31-48cf-8d1a-cc1999aadb13}	world_object
data\source\maps_source\门派\明教\wj_mj旗帜001_001a_hd.mesh	明教	94963.8125,19439.30078125,93769.265625	0	{56aa2d08-c503-4637-bcbb-36c4f5436899}	world_object
data\source\maps_source\门派\明教\pj_mj石桥塔楼001_hd.mesh	明教	96979.671875,20856.11328125,98477.421875	1	{5b99a835-544b-4ec1-b405-5a5fd578d4ef}	world_object
data\source\maps_source\门派\明教\wj_mj路标001_hd.mesh	明教	90572.078125,15360.4287109375,76032.0	0	{9091f7f1-b1e9-4e45-b44a-2c6ab7784a8e}	world_object
data\source\maps_source\门派\明教\wj_mj石阶梯001_002_hd.mesh	明教	98700.3046875,20034.87109375,96985.984375	1	{bbe48c43-1936-4a93-8859-c00b5b631ddb}	world_object
data\source\maps_source\门派室内\明教\wj_mj主殿烛台001_hd.mesh	明教	97124.78125,37998.25390625,130828.5234375	0	{0280304c-a6f5-45a0-ae16-6e74d41bbcbe}	world_object
data\source\maps_source\门派\明教\q_mj光明顶吊桥001_001_hd.mesh	明教	100027.5859375,28452.533203125,126848.625	1	{07e43e25-240e-4463-a9e7-948f9cd03fe9}	world_object
data\source\maps_source\门派\明教\wj_mj民居窗004_hd.mesh	明教	93815.796875,36345.12109375,121607.203125	0	{0e963862-8d55-4460-a772-07b8710b8e9d}	world_object
data\source\maps_source\门派\明教\wj_mj民居窗002_hd.mesh	明教	100698.1015625,31343.890625,124412.2578125	0	{0f7776b2-16ba-4ddd-aa1a-6bf5f128e950}	world_object
data\source\maps_source\门派室内\明教\jz_mj主殿001_001sn_hd.mesh	明教	94278.8828125,39997.69921875,136239.46875	1	{12143fe4-769e-463a-8ba9-5188fd431795}	world_object
data\source\maps_source\门派\明教\pj_mj中型围墙002_hd.mesh	明教	88580.1875,23330.7734375,111530.7421875	0	{12a4356a-8025-49c0-88e8-d85a8ff66b57}	world_object
data\source\maps_source\门派\明教\wj_mj大殿窗001_hd.mesh	明教	91079.546875,44797.37890625,131114.125	0	{12e1cf53-2077-4a5b-a025-63df6b5ef393}	world_object
data\source\maps_source\门派\明教\wj_mj民居窗005_hd.mesh	明教	96802.6796875,27389.576171875,136497.703125	0	{136022fc-67e6-4e77-bb58-0f502c402ea7}	world_object
data\source\maps_source\小物件\室内\wj_mj窗户001_hd.mesh	明教	96508.3515625,41938.69921875,134753.953125	0	{1394ac7c-ef70-4ec3-84f2-04a2bccc17dc}	world_object
data\source\maps_source\门派\明教\jz_mj偏殿001_002_hd.mesh	明教	94075.953125,23298.1171875,116032.78125	0	{158c0656-b33b-4b8e-9edb-de270cfd847b}	world_object
data\source\maps_source\门派\明教\jz_mj光明顶主殿001_006_hd.mesh	明教	94244.203125,40084.8984375,132338.59375	0	{22643342-2e45-433b-bb9e-bd811408fc16}	world_object
data\source\maps_source\门派\明教\jz_mj光明顶主殿001_004_hd.mesh	明教	94244.203125,40084.8984375,132338.59375	0	{233f57ec-162a-4829-bb7c-2d1440ebdb71}	world_object
data\source\maps_source\门派室内\明教\jz_mj主殿001_007_hd.mesh	明教	96464.15625,40087.578125,136366.53125	0	{273ba4cd-4cc2-4245-b407-b202f65a3720}	world_object
data\source\maps_source\门派\明教\pj_mj高塔002_001_hd.mesh	明教	91854.40625,23330.6484375,111528.9765625	0	{28d6a9d6-ddb6-4240-8f24-8614af96eb58}	world_object
data\source\maps_source\门派\明教\pj_mj圣火碑001_hd.mesh	明教	94269.234375,46224.1484375,132338.640625	0	{2e773535-a497-46df-a9e9-2dd790670485}	world_object
data\source\maps_source\门派\明教\pj_mj石柱平台001_hd.mesh	明教	94259.5078125,23486.970703125,116548.9921875	0	{321e6456-8a01-4bd3-b1eb-bde79fdbc79f}	world_object
data\source\maps_source\门派\明教\pj_mj廊柱001_006_hd.mesh	明教	100069.125,23460.275390625,117239.5546875	0	{336f0b29-3696-4c93-bd3e-20c0e50c1432}	world_object
data\source\maps_source\门派\明教\jz_mj光明顶主殿001_001_hd.mesh	明教	94244.203125,40084.8984375,132338.59375	0	{3855ebaf-05cb-47b9-8a05-45e97e9933b4}	world_object
data\source\maps_source\门派室内\明教\jz_mj主殿001_002_hd.mesh	明教	93460.703125,40096.37890625,136327.671875	0	{3e3f6a1c-3284-41ad-9ca8-4aca477d1b4c}	world_object
data\source\maps_source\门派\明教\jz_mj光明顶主殿001_002_hd.mesh	明教	94244.203125,40084.8984375,132338.59375	0	{3f00d37e-f306-477b-93d3-4a691a016983}	world_object
data\source\maps_source\门派\明教\pj_mj光明顶平台003_hd.mesh	明教	94227.8828125,32034.302734375,119786.9609375	1	{42cda3f4-f883-40fd-92c1-f138b2fa631c}	world_object
data\source\maps_source\门派\明教\wj_mj民居窗001_hd.mesh	明教	102358.296875,28472.3984375,124929.78125	0	{446b531d-12e9-4f29-b8a8-affb6a85904f}	world_object
data\source\maps_source\门派\明教\wj_mj旗帜001_002a_hd.mesh	明教	100570.9921875,42726.390625,131656.65625	0	{47826cda-23ec-4648-a13b-4b7b8310149d}	world_object
data\source\maps_source\门派\明教\pj_mj光明顶阶梯001_hd.mesh	明教	101258.984375,40582.7890625,131678.6875	1	{4866c9b1-6c4d-4042-a92c-cd73990d6714}	world_object
data\source\maps_source\门派\明教\pj_mj光明顶平台001_hd.mesh	明教	94191.4296875,38538.171875,126189.0	1	{4a645e65-fd75-4740-bf82-e251ea75a9f1}	world_object
data\source\maps_source\门派\明教\pj_mj廊柱001_005_hd.mesh	明教	97080.1875,23409.6796875,117239.5546875	0	{51bcb149-6649-4401-80d6-5accbb3889d1}	world_object
data\source\maps_source\门派\明教\jz_mj光明顶主殿001_003_hd.mesh	明教	94244.203125,40084.8984375,132338.59375	0	{51dbf298-0fe5-4c0a-a3d3-b6be3ec897b3}	world_object
data\source\maps_source\门派\明教\pj_mj高塔002_04_hd.mesh	明教	98284.640625,24019.333984375,113495.328125	0	{5ca598a0-b2d9-4e04-82cb-a46e6639f028}	world_object
data\source\maps_source\门派\明教\pj_mj廊柱001_004_hd.mesh	明教	85432.890625,23349.49609375,123700.1875	0	{64bdcecf-73af-45ae-a11a-4c58541dfbbe}	world_object
data\source\maps_source\门派室内\明教\jz_mj主殿001_004_hd.mesh	明教	92720.2265625,40073.19921875,135631.03125	0	{77628dee-ddeb-4e9c-aea7-689c64d9135a}	world_object
data\source\maps_source\门派室内\明教\q_mj室内拱桥001_hd.mesh	明教	94162.6953125,35043.7109375,131118.75	0	{7801b470-eef5-48f1-af50-7dee0647f17f}	world_object
data\source\maps_source\门派室内\明教\q_mj室内拱桥002_hd.mesh	明教	94160.7421875,35050.9453125,131095.53125	0	{8d7c7366-cc5d-48fd-9db4-478d320651d7}	world_object
data\source\maps_source\门派\明教\wj_mj枯木001_004_hd.mesh	明教	95157.46875,10556.689453125,142816.921875	1	{96bf7322-2ed3-4dfd-93e3-7614e9b68ef0}	world_object
data\source\maps_source\门派室内\明教\jz_mj主殿下层内壳001_001_hd.mesh	明教	94178.5,35264.69921875,125898.703125	0	{a7547442-cb95-4120-a5e4-06ef5567f80f}	world_object
data\source\maps_source\门派\明教\pj_mj光明顶平台002_hd.mesh	明教	94003.828125,42968.0,136894.78125	1	{b284b324-c6bb-46ad-b41e-187b80abf82a}	world_object
data\source\maps_source\门派室内\明教\jz_mj主殿001_003_hd.mesh	明教	94247.109375,40090.4609375,136279.46875	0	{b511f8de-598f-4415-a530-d113643ca174}	world_object
data\source\maps_source\门派\明教\pj_mj主殿地台001_hd.mesh	明教	94229.4453125,38784.82421875,130451.3046875	1	{c1d221ba-82b3-4ef1-affd-550c38819ec6}	world_object
data\source\maps_source\门派室内\明教\jz_mj主殿001_001_hd.mesh	明教	94260.4921875,41533.7734375,135620.3125	1	{c62d2299-cda9-41d5-8933-6baebaedd4a1}	world_object
data\source\maps_source\门派\明教\jz_mj光明顶主殿001_005_hd.mesh	明教	94244.203125,40084.8984375,132338.59375	0	{c6398b35-12b6-4fea-81b4-4a53048fa1b3}	world_object
data\source\maps_source\门派\明教\q_mj光明顶吊桥001_004_hd.mesh	明教	93724.4140625,35495.32421875,121137.0390625	1	{ca34f036-5d60-40f8-808a-802e298b9bd5}	world_object
data\source\maps_source\门派室内\明教\jz_mj主殿001_006_hd.mesh	明教	94250.0859375,40081.05859375,131249.953125	0	{cfe80326-092f-48ee-933d-193671c9d633}	world_object
data\source\maps_source\门派室内\明教\jz_mj主殿001_005_hd.mesh	明教	95854.9765625,40083.18359375,135624.796875	0	{d3d5594d-7730-4501-834c-f44c876ceba3}	world_object
data\source\maps_source\门派\明教\wj_mj大殿座椅001_hd.mesh	明教	94222.8515625,40620.296875,140132.890625	0	{d4b3dee5-96a7-4098-80f5-7147804d3386}	world_object
data\source\maps_source\门派室内\明教\jz_mj主殿下层内壳001_002_hd.mesh	明教	94178.5,35264.69921875,125898.703125	0	{d973448e-5883-471c-a678-084358f35809}	world_object
data\source\maps_source\门派\明教\pj_mj崖壁建筑001_hd.mesh	明教	100340.6328125,40294.734375,131136.34375	0	{e24821e2-ee23-448e-b1a9-3f5d5e3e88e5}	world_object
data\source\maps_source\门派\明教\wj_mj孔雀屏风001_hd.mesh	明教	94279.1875,42862.91015625,131939.890625	0	{e54c3b6a-b90e-467e-bb97-3cd00b7c1c44}	world_object
data\source\maps_source\门派\明教\q_mj吊桥001_hd.mesh	明教	113104.859375,9565.21875,-40100.578125	1	{76ff74f6-8eec-46a3-8eed-eb0afac8c46f}	world_object
data\source\maps_source\门派\明教\jz_mj祈盛台001_001_hd.mesh	明教	175936.75,20374.98046875,26252.84765625	0	{0b41dfbf-94c9-4604-badb-5007f37cc7ac}	world_object
data\source\maps_source\门派\明教\jz_mj祈盛台001_002_hd.mesh	明教	175936.75,20374.98046875,26252.84765625	0	{6825984b-0cb2-4c93-bb65-056d7aef858d}	world_object
data\source\maps_source\门派\明教\jz_mj祈盛台001_003_hd.mesh	明教	175936.75,20374.98046875,26252.84765625	0	{c07ee5c7-185a-44b9-be40-9c98894bcd7d}	world_object
